ALGO AENO LSST SRNA ELLT AMRP OTCS HETT HUXZ DUCT SMAH NPCK MSDP EORC CUBO HRET ANSO DIHO RTTH SPLZ NWIG MMBT MDGI AGVF RRES CTGI ALUT ACAC SRTX GARI RCRI ACIX CCNS MTNS IHOZ NAYO FWWG EELT HRND AETS ULXY BLBT BENI ITPA HTRK NGTE ILVX FCSG FARS MHRM EAFC
113.71 131.80 89.06 156.18 105.39 16.76 19.14 63.45 85.52 25.56 64.66 13.34 31.75 42.86 120.39 58.67 48.97 12.36 36.94 101.61 145.93 206.93 270.39 124.23 45.96 112.73 16.68 79.65 316.88 14.97 59.60 21.86 22.92 20.18 162.19 34.66 36.04 105.48 29.62 32.84 47.53 47.78 26.72 26.20 13.41 73.44 42.40 31.76 48.06 20.31 42.57
114.46 131.15 91.68 159.30 108.78 17.14 20.09 61.59 86.72 26.01 65.06 13.51 31.90 43.03 123.24 60.37 48.91 12.27 36.60 101.31 143.59 201.05 268.82 126.61 48.62 116.94 16.37 78.71 313.35 15.34 59.70 21.86 23.33 20.43 162.18 35.16 35.44 101.35 31.73 33.21 46.33 47.44 27.28 26.28 13.38 72.80 42.89 32.80 48.92 20.49 42.48
114.28 129.75 94.33 157.86 109.26 17.39 20.82 60.88 87.47 25.66 63.13 13.28 32.91 43.93 122.30 59.88 50.25 11.70 37.00 104.57 146.75 202.82 267.93 124.27 48.96 114.93 16.29 79.96 302.47 15.27 58.17 21.49 24.16 20.25 163.06 33.84 34.93 97.54 31.28 33.93 47.12 46.75 27.25 26.52 13.32 72.69 43.25 31.43 48.79 20.78 43.09
113.04 130.62 95.58 159.40 106.16 16.57 19.87 59.95 85.41 25.41 62.51 13.31 32.29 43.88 122.38 59.43 49.68 12.00 37.25 100.59 149.12 195.33 267.32 124.46 48.94 115.24 15.81 76.88 305.66 14.62 58.03 21.31 23.52 19.96 161.30 34.94 34.85 97.01 31.25 35.28 47.11 46.18 26.93 25.53 13.24 72.40 43.21 30.20 48.55 19.61 42.56
115.23 129.60 95.59 164.65 107.73 17.24 20.50 60.72 85.80 26.58 64.17 13.53 33.59 43.92 124.27 60.47 50.27 12.32 38.27 98.26 149.28 204.26 281.02 123.13 49.37 113.20 16.40 76.96 307.31 14.66 59.86 21.45 24.06 20.42 163.63 36.60 35.74 101.81 32.85 36.25 50.13 46.70 27.46 25.72 13.52 73.44 43.93 29.97 48.77 19.93 41.80
115.42 130.66 97.57 166.26 109.19 17.97 20.75 61.02 84.88 26.87 63.83 13.57 32.51 44.45 123.36 59.50 49.46 12.32 37.53 98.07 148.25 198.33 294.11 124.29 49.98 112.38 16.49 79.29 315.72 15.11 57.53 21.72 23.68 20.30 163.88 37.71 35.30 98.91 33.47 35.60 49.43 46.58 27.65 25.85 13.54 75.19 44.45 30.28 47.41 19.39 41.11
115.13 132.21 98.54 165.23 108.34 17.46 20.82 61.90 86.96 27.35 64.59 13.21 31.35 44.92 123.73 59.58 48.42 11.95 37.96 98.13 151.70 205.65 293.38 125.80 48.77 108.75 16.44 77.82 319.15 15.04 57.07 20.97 23.65 19.98 163.50 35.76 34.87 99.74 33.84 35.57 50.32 46.78 27.91 25.25 13.54 74.29 43.89 31.89 46.26 18.67 40.09
113.43 130.35 94.94 165.29 106.60 16.06 19.97 61.96 86.12 26.64 63.39 12.87 31.00 44.03 122.26 56.69 46.43 11.74 38.83 91.83 143.50 208.40 289.68 124.43 48.77 111.39 15.98 76.10 318.36 14.50 55.79 20.35 23.70 19.43 163.23 35.31 34.26 101.75 34.31 33.34 49.63 46.54 27.59 25.27 13.01 72.08 43.88 31.01 45.84 19.18 41.05
111.97 130.44 93.92 163.42 106.71 15.43 20.17 61.81 85.40 26.20 61.82 12.34 30.28 43.54 123.68 57.32 45.61 11.38 36.96 87.07 144.63 208.61 282.93 121.03 48.60 110.95 15.37 75.16 316.51 14.19 57.55 20.05 23.60 18.91 160.29 37.12 33.43 99.34 33.15 31.45 46.89 46.11 27.56 24.88 12.68 74.17 43.53 29.47 44.91 19.52 40.11
111.12 130.44 90.93 163.36 107.31 15.61 20.30 59.63 83.17 26.65 63.33 12.52 29.90 43.52 126.53 57.40 45.63 10.99 35.39 85.92 142.93 207.44 285.18 119.60 48.94 109.99 15.15 77.24 324.28 13.66 54.24 19.45 23.94 18.84 158.14 35.13 33.59 95.26 31.48 32.03 46.62 46.02 27.66 24.45 12.84 75.14 43.65 28.05 45.12 18.80 40.06
110.37 127.28 90.37 161.94 105.25 15.59 19.81 59.44 80.51 25.84 62.68 12.71 28.95 44.38 123.78 59.10 48.09 11.36 34.47 86.32 141.42 207.47 284.52 119.46 47.77 104.87 15.20 75.91 323.74 13.85 53.36 19.36 23.79 18.36 158.59 33.37 33.43 95.73 31.05 32.96 49.26 45.58 27.66 23.97 12.66 74.70 44.08 27.76 44.65 18.20 38.64
111.58 124.53 87.07 164.56 109.99 16.28 20.00 59.49 80.10 24.98 61.38 12.87 28.96 45.10 127.16 60.86 47.94 11.42 34.79 88.61 137.78 208.49 292.37 124.43 48.65 111.32 15.62 74.65 324.67 13.99 56.83 19.38 23.83 18.50 156.27 35.09 33.95 100.54 30.50 34.32 50.64 46.21 27.53 24.05 12.67 76.93 44.64 27.75 44.31 17.95 38.79
110.82 124.07 87.57 164.18 108.15 16.13 20.10 58.74 82.33 24.73 59.93 12.70 29.34 44.17 125.39 62.37 47.18 11.64 35.56 88.66 133.33 210.24 281.96 124.55 47.18 114.25 15.96 73.82 315.27 13.85 60.59 18.77 24.27 18.51 155.61 33.97 33.28 99.41 30.36 34.26 48.99 45.77 27.36 23.87 12.51 75.50 44.41 26.54 44.28 17.68 38.47
111.99 123.76 86.60 165.40 109.85 16.69 20.09 59.18 83.73 24.96 58.72 12.71 30.45 44.98 126.85 63.73 48.61 11.95 36.16 91.39 136.14 211.21 289.91 123.70 47.88 115.54 15.73 73.44 309.86 13.58 60.00 18.92 25.15 19.02 157.20 34.43 33.95 104.22 29.91 34.90 47.24 46.47 27.43 24.39 13.16 75.85 43.90 27.22 44.67 17.46 40.13
110.70 117.25 86.88 161.44 110.07 16.83 20.15 58.56 82.35 24.64 59.45 13.07 30.21 44.08 124.31 63.03 47.92 11.94 34.31 94.25 133.91 210.80 282.87 122.25 46.33 109.03 15.97 75.29 303.92 13.43 58.98 19.03 24.80 18.59 151.71 33.92 33.49 102.78 30.08 33.53 46.37 46.68 27.32 24.00 12.83 75.37 43.17 28.06 43.67 17.71 38.12
109.47 117.69 86.07 160.50 108.85 16.84 19.77 58.90 82.36 23.47 60.72 12.89 29.24 44.30 121.09 60.01 48.22 11.92 35.22 92.45 132.27 205.59 277.07 118.49 46.15 103.06 15.63 75.89 311.92 13.40 56.55 18.90 23.91 18.46 149.59 33.57 33.25 99.52 30.20 32.93 47.21 46.27 27.17 23.56 12.86 75.95 42.71 27.64 43.14 17.98 37.36
109.70 119.86 90.11 161.95 107.23 16.03 19.27 59.07 82.75 23.92 61.69 13.26 29.97 43.42 121.94 63.34 47.37 11.90 34.94 94.51 133.14 208.15 269.52 120.12 45.38 102.67 15.52 76.76 315.19 13.04 57.46 18.96 23.77 18.65 151.39 33.30 33.32 97.00 30.21 32.63 48.05 46.77 27.10 23.00 13.18 77.42 42.98 27.71 42.99 17.88 37.20
107.99 121.12 89.18 159.64 108.09 15.36 18.90 60.17 83.37 24.71 63.80 13.08 29.83 43.60 121.94 62.68 47.31 11.73 33.00 92.19 132.50 189.28 261.70 114.62 43.96 102.36 14.72 75.75 315.21 12.82 54.19 18.38 23.53 18.52 148.51 34.12 32.95 92.76 28.32 33.81 48.07 46.22 27.37 22.52 13.22 78.81 42.41 26.79 42.03 17.58 34.91
107.23 122.27 89.56 155.47 108.51 15.13 18.48 59.81 83.81 23.80 62.83 13.04 29.12 43.73 122.31 63.07 46.32 11.81 33.35 89.48 131.27 179.06 254.59 112.18 43.18 103.13 14.76 77.19 320.08 12.87 53.29 18.46 23.09 18.28 148.27 32.92 32.58 94.38 28.84 32.49 48.65 46.46 27.23 22.74 13.34 77.73 42.35 27.39 40.91 17.51 35.69
107.11 120.06 90.90 159.74 105.45 15.10 18.21 58.80 83.82 23.75 62.18 12.68 28.88 43.49 122.43 64.19 47.26 11.84 32.36 89.39 132.44 175.26 257.47 115.81 41.18 104.58 14.48 79.03 321.54 12.67 51.94 18.70 22.06 18.91 149.46 31.83 33.02 93.33 30.76 32.27 49.48 46.30 27.20 23.23 12.84 77.55 42.90 28.17 40.30 17.56 36.19
107.85 122.46 93.63 161.38 107.84 15.77 18.29 59.39 87.91 23.25 64.67 12.88 28.79 44.58 121.02 66.72 48.00 12.31 31.67 90.73 130.33 170.88 260.77 112.64 42.21 105.80 14.16 79.94 328.56 12.98 52.73 18.88 21.52 18.73 152.17 31.24 33.48 95.32 30.89 31.86 48.62 46.81 27.35 23.79 12.98 75.92 43.17 27.29 40.35 17.43 36.29
107.31 123.19 91.48 160.31 109.67 15.54 18.15 59.78 87.77 22.47 63.59 12.75 28.07 43.51 121.41 65.20 48.69 12.05 31.47 88.84 129.93 157.65 263.12 113.42 42.91 110.15 13.94 79.40 326.32 13.12 52.56 19.24 20.85 18.99 150.92 31.23 33.37 94.31 30.05 32.91 47.65 46.84 27.38 24.04 13.01 77.47 43.40 28.43 40.34 17.31 35.39
110.01 123.53 91.53 162.80 110.33 15.82 19.37 61.63 88.44 23.66 67.10 13.05 28.76 45.47 121.82 65.13 49.90 12.19 33.37 95.36 130.34 163.68 267.02 116.17 41.59 113.53 14.20 81.50 327.08 13.86 57.16 19.54 21.49 19.28 153.85 32.21 34.08 98.99 30.33 35.74 47.50 46.93 27.88 24.56 13.50 74.67 44.82 29.65 40.61 18.17 37.59
111.28 124.32 92.26 162.47 109.58 15.91 18.98 62.20 91.27 23.42 67.84 13.24 28.42 44.51 121.32 64.48 50.48 12.52 37.12 93.82 128.94 170.86 278.51 115.59 42.40 116.75 14.16 80.89 331.22 13.77 57.93 19.63 21.50 19.00 154.78 33.92 34.64 104.30 32.17 35.32 48.08 47.50 28.11 24.21 13.84 76.75 45.16 29.81 40.39 18.29 37.89
111.19 122.83 93.27 161.32 111.61 15.76 19.59 64.96 93.63 23.77 67.25 13.07 28.44 44.09 121.87 66.86 49.23 12.40 35.92 90.50 128.93 165.39 274.95 116.73 41.28 113.19 14.12 81.83 330.79 13.53 55.37 20.16 22.01 18.85 158.07 33.94 34.68 103.02 32.70 34.80 47.75 46.02 28.21 23.83 13.55 79.56 46.64 30.64 40.62 18.30 37.36
112.16 120.50 93.88 161.08 113.13 15.89 19.96 64.61 95.37 23.85 67.12 12.91 29.91 43.77 124.03 65.32 50.33 12.48 38.61 91.20 130.56 167.42 268.80 117.96 41.85 112.80 14.43 82.74 324.69 13.90 57.33 20.39 22.21 18.97 156.11 34.26 34.69 108.97 31.77 36.20 46.43 46.38 28.21 23.88 13.60 80.68 47.64 32.03 40.84 18.54 38.65
112.54 121.72 92.25 159.80 112.90 15.67 20.02 64.14 95.73 23.70 67.92 12.95 29.71 44.11 126.27 65.56 51.12 12.37 38.75 91.70 128.05 162.32 262.87 119.48 41.93 110.43 14.68 82.98 329.73 14.16 57.28 20.19 22.16 18.98 154.22 35.73 35.47 113.46 31.97 36.01 48.57 46.64 28.06 23.64 13.81 81.66 48.15 31.99 42.22 19.27 38.86
110.67 118.43 88.23 155.87 113.97 15.48 19.99 62.88 93.87 23.63 66.35 12.57 28.80 43.01 121.76 62.44 51.42 12.13 38.34 89.01 126.24 158.09 255.45 118.16 40.91 110.62 14.70 82.31 324.14 13.48 55.39 19.68 22.23 18.21 154.27 36.08 35.01 109.49 30.71 36.20 47.60 46.41 27.58 23.83 13.85 78.75 47.96 31.04 42.65 19.51 38.54
112.00 121.11 90.94 156.62 115.21 16.20 20.64 64.79 96.60 23.70 67.42 12.99 29.39 44.05 125.17 61.85 53.38 12.25 37.70 93.05 125.18 154.86 263.33 119.75 40.68 107.46 14.82 82.48 330.75 13.45 54.90 19.75 22.03 18.42 153.61 34.72 35.65 115.41 30.88 37.88 48.47 46.80 27.90 24.18 14.01 77.53 49.94 31.77 42.79 19.20 40.07
113.44 120.94 92.43 156.37 116.85 16.19 20.90 65.32 95.26 22.99 68.02 12.84 30.20 45.19 125.81 61.37 54.60 12.44 40.32 93.93 126.40 162.60 266.76 125.23 42.14 115.08 15.13 81.81 324.43 13.08 56.45 19.73 22.44 17.98 150.92 35.72 36.21 127.72 32.21 36.37 48.93 47.55 27.90 25.09 14.10 74.76 49.73 31.46 41.95 19.74 40.79
112.23 119.99 92.84 158.06 115.55 15.38 21.31 65.62 95.00 22.30 65.59 12.67 30.08 43.55 125.85 61.70 53.03 12.52 40.05 92.41 125.19 150.95 271.92 125.85 41.30 118.71 14.87 83.37 319.86 12.93 56.21 19.78 22.22 18.26 148.95 34.39 35.67 127.20 32.94 34.84 48.34 47.38 27.98 24.74 14.06 72.25 49.23 30.34 41.65 19.32 39.56
111.49 117.31 93.00 160.07 113.92 15.02 21.48 65.76 94.76 22.48 64.97 12.55 29.74 45.06 126.92 61.99 54.98 12.34 40.40 89.16 124.95 149.74 263.62 123.47 40.79 116.62 14.68 81.55 309.91 13.13 57.17 19.25 21.93 18.47 149.87 35.14 35.99 122.24 32.61 35.09 47.37 46.71 28.09 24.71 13.71 72.21 49.55 29.11 41.28 19.17 38.24
110.07 116.51 89.38 156.74 116.07 15.24 21.86 64.88 92.76 22.37 64.35 12.23 29.11 44.09 124.05 62.50 54.19 11.74 40.41 87.67 122.12 156.02 262.41 122.28 42.05 115.71 14.60 80.06 295.42 12.97 56.51 19.20 21.37 18.10 144.97 34.47 34.60 121.15 30.73 33.96 46.05 45.77 27.48 24.14 13.50 71.22 49.19 28.38 40.69 18.97 37.73
110.16 118.86 86.78 158.84 115.38 15.17 21.72 63.04 90.99 22.14 64.03 11.96 28.69 44.51 126.16 62.49 56.61 11.32 38.44 90.03 118.40 168.80 266.42 120.12 41.96 118.46 14.68 80.79 291.93 12.96 56.04 18.99 21.84 18.23 144.90 33.82 33.69 121.82 30.15 34.52 47.29 45.99 26.72 24.06 13.74 71.48 48.87 28.09 40.65 18.97 37.13
110.78 119.43 85.25 155.30 115.50 15.35 20.52 63.11 93.30 21.74 65.95 11.50 28.54 46.26 127.28 61.98 57.87 11.43 38.44 93.63 117.67 183.28 274.12 123.39 40.43 115.19 15.27 81.39 288.37 12.83 55.14 19.48 21.36 18.37 147.76 33.27 33.86 121.52 30.89 33.47 48.79 45.63 26.76 24.02 13.65 71.07 49.65 28.32 39.26 19.55 37.74
111.80 118.88 85.59 155.70 116.47 16.21 20.96 63.41 95.51 21.53 67.21 11.58 27.35 47.59 129.61 63.09 59.72 11.82 37.62 93.64 117.37 175.95 274.40 124.76 41.70 117.32 15.00 82.78 299.98 12.81 56.84 19.87 21.74 18.52 149.57 34.99 33.60 119.91 31.38 34.44 51.47 45.82 26.86 24.01 13.77 71.92 49.53 29.03 39.99 18.70 38.41
111.06 110.09 84.59 152.10 115.32 15.91 21.43 63.89 93.94 21.07 67.67 11.43 27.56 47.11 129.53 63.96 58.78 11.74 35.61 92.64 120.79 170.97 277.50 123.71 42.21 117.51 15.08 82.11 296.55 12.19 54.67 19.64 21.94 18.44 148.01 36.06 33.67 117.56 31.07 34.26 49.70 45.91 26.95 23.88 13.66 72.67 49.01 29.26 40.47 18.97 39.08
111.52 110.94 82.99 151.55 117.17 15.87 21.71 64.25 92.48 21.11 68.52 11.31 27.70 46.95 130.78 65.24 60.34 11.52 36.79 93.32 122.56 167.27 277.74 124.58 43.99 123.15 15.32 81.47 295.96 11.94 53.02 19.45 21.97 18.47 147.16 35.83 33.55 111.97 31.45 36.06 50.46 46.58 27.19 24.74 13.67 72.72 49.12 30.07 40.64 18.93 38.35
112.09 112.03 84.97 150.13 119.08 15.83 22.38 64.97 91.72 20.99 68.98 11.20 27.59 46.79 127.96 64.84 60.42 11.73 39.26 94.54 127.63 179.70 276.48 124.98 45.28 119.27 15.06 82.55 290.64 11.83 53.17 19.56 22.12 18.75 147.72 36.93 33.94 114.38 30.55 33.96 50.26 46.72 27.23 24.82 13.80 73.28 49.17 29.61 40.68 18.41 36.97
109.94 110.87 83.44 146.89 118.12 15.68 21.07 63.86 91.61 20.48 66.12 11.15 26.70 46.37 125.66 62.67 60.88 11.25 38.46 93.93 126.50 182.18 275.02 121.84 46.30 114.33 15.33 79.86 281.16 11.37 51.86 18.71 20.87 18.71 145.74 36.62 33.28 111.02 30.00 33.13 46.90 46.01 26.67 24.23 13.74 71.30 48.61 29.11 39.86 17.89 36.44
107.84 108.07 84.83 143.66 115.18 16.00 21.04 61.97 90.47 20.22 64.25 11.08 25.88 44.99 124.89 61.55 61.10 10.90 38.42 88.13 125.60 170.10 267.63 118.48 45.16 108.51 14.97 80.54 280.14 10.91 48.92 18.48 20.76 18.33 144.35 33.89 33.41 115.09 28.46 31.45 49.70 45.29 26.24 24.13 13.18 70.79 47.63 29.94 39.82 17.00 35.47
109.11 107.17 84.82 144.13 114.39 15.88 21.09 62.93 91.77 20.61 64.45 11.08 27.56 45.19 124.39 61.89 60.44 11.05 39.09 88.76 123.57 165.05 272.78 122.13 45.40 115.65 15.61 80.26 280.80 11.31 51.54 18.65 21.01 18.20 143.47 34.77 34.23 117.84 28.80 32.87 51.92 45.12 25.95 24.40 13.55 73.22 48.50 30.05 39.80 17.61 35.84
107.52 103.57 85.54 139.58 111.34 15.65 20.75 61.38 91.75 20.44 65.31 10.87 26.36 44.95 122.95 61.33 60.44 11.34 38.13 86.11 117.60 157.73 271.17 119.00 44.82 112.20 15.28 75.86 273.30 11.20 50.21 18.55 20.45 18.24 141.84 33.83 33.11 125.01 28.52 33.15 50.21 44.80 26.15 23.61 13.40 71.10 48.07 31.60 39.30 16.86 34.53
107.21 101.06 83.40 139.71 112.91 15.65 20.43 60.44 89.09 19.99 64.87 10.52 25.40 44.63 122.39 62.05 58.12 11.29 38.64 86.05 114.51 166.48 275.15 117.45 44.90 117.71 14.74 75.28 267.52 11.17 48.57 18.57 20.28 18.06 140.70 36.45 32.44 127.46 29.05 33.42 50.49 43.43 26.12 23.40 13.08 70.77 47.60 31.46 39.25 16.72 33.72
107.58 102.91 81.95 142.77 112.17 15.56 20.92 59.81 89.57 19.38 66.38 10.54 25.09 44.26 124.91 62.50 59.34 11.15 38.42 88.70 115.63 177.86 272.46 116.95 45.54 124.04 14.32 77.86 270.75 11.32 49.19 18.38 19.98 18.46 135.96 34.97 32.48 128.83 29.14 32.71 50.08 43.18 26.37 22.94 13.23 69.76 46.24 32.13 38.00 16.35 33.51
108.23 103.53 85.37 141.23 114.01 16.34 21.03 61.55 90.40 19.86 67.12 10.85 24.46 44.44 129.78 63.35 59.90 11.19 37.69 87.98 116.62 175.09 272.60 119.48 45.76 125.55 13.97 78.05 284.07 11.48 49.48 18.01 19.53 18.20 136.86 36.25 32.95 127.39 29.52 33.80 50.43 43.16 26.43 22.71 13.41 70.54 46.63 31.34 37.94 16.24 33.90
107.44 100.13 85.64 140.97 110.61 16.65 20.89 61.36 86.60 19.67 69.29 11.18 23.89 44.58 127.66 63.25 57.88 11.19 37.56 87.66 113.87 168.36 278.22 115.32 43.99 125.68 13.90 77.97 283.90 11.30 50.08 18.14 19.07 18.25 140.81 36.31 33.20 128.60 29.25 33.78 50.37 42.65 26.33 22.61 13.24 68.49 46.72 30.77 37.87 15.52 33.87
105.81 99.32 83.34 138.58 110.23 16.41 20.29 62.03 84.50 19.18 67.17 10.99 23.42 44.28 126.65 62.34 59.41 11.36 34.63 85.47 111.87 160.70 271.01 114.98 43.83 126.70 13.70 77.81 275.47 11.02 46.28 17.82 18.64 17.51 138.27 36.64 33.13 126.19 28.92 32.94 50.96 42.44 26.03 22.33 12.92 69.81 47.46 28.96 38.55 15.26 32.96
105.20 98.99 83.67 136.51 109.90 15.57 20.59 62.29 83.89 18.81 66.12 10.95 22.74 43.52 124.85 63.20 57.19 11.39 33.90 86.07 108.19 165.08 276.70 109.96 43.90 123.78 13.63 79.38 266.61 11.18 43.77 17.90 18.60 17.22 137.19 36.35 32.38 129.13 29.46 34.33 49.48 42.19 25.87 22.81 12.86 66.97 47.55 28.53 39.17 15.11 31.89
106.05 99.26 85.50 137.25 108.57 15.62 21.35 63.63 84.19 18.47 66.23 11.28 22.30 44.83 126.06 65.62 60.51 11.23 33.39 84.95 109.92 158.82 286.08 109.52 43.12 124.42 13.75 81.30 267.28 11.37 43.78 17.87 18.59 17.45 141.39 37.94 32.49 129.82 28.49 34.49 48.93 42.98 26.27 23.11 13.24 68.78 48.25 28.41 38.96 15.15 31.69
105.66 98.78 86.35 138.00 106.22 15.68 21.75 63.31 81.60 19.23 67.72 11.17 22.22 44.51 124.41 66.26 61.61 11.23 33.76 85.31 107.05 159.55 283.51 106.01 41.97 127.87 13.49 78.90 272.16 11.25 41.27 18.27 18.09 17.09 140.67 37.91 32.98 132.15 27.30 32.07 48.66 42.97 26.20 23.07 13.11 71.36 47.74 27.21 39.52 15.31 30.84
104.32 96.23 84.10 135.45 103.58 16.52 22.11 62.07 79.70 19.07 66.65 11.11 21.71 44.48 123.19 64.86 60.46 11.39 33.63 82.88 105.62 156.59 271.90 102.63 39.91 124.73 13.62 76.86 272.28 11.17 41.03 18.13 17.92 17.15 140.10 38.23 32.77 127.49 26.81 32.57 48.30 42.95 26.29 22.80 12.81 70.67 47.90 26.82 39.25 14.90 30.71
106.90 102.16 82.61 136.51 105.98 16.89 22.50 63.77 81.80 20.27 67.62 11.50 22.48 45.28 127.42 64.87 61.41 11.49 36.12 84.45 106.71 163.03 271.05 107.41 40.92 128.12 14.28 76.88 279.98 11.73 42.23 18.58 17.38 17.94 143.51 39.49 33.10 132.34 27.80 33.44 51.03 43.45 26.88 22.70 13.24 73.39 48.62 27.88 39.26 15.16 31.54
105.36 100.98 80.46 131.11 102.95 16.68 21.86 63.51 79.64 19.68 65.37 11.07 21.82 45.74 124.08 62.57 60.84 11.56 36.79 83.90 107.05 156.34 269.97 105.94 39.45 122.74 14.73 76.68 275.54 11.52 41.65 18.45 18.02 17.67 143.22 38.76 32.22 129.64 27.40 33.37 48.39 42.54 26.58 22.21 12.88 74.39 48.14 28.44 39.64 15.68 32.32
104.21 101.56 76.81 131.35 104.39 16.71 21.74 63.59 79.71 19.09 62.27 10.72 21.93 44.56 125.31 60.80 60.60 11.27 38.24 83.25 107.14 148.82 264.60 104.98 39.68 129.80 14.33 73.88 272.44 11.34 41.79 18.34 17.83 17.36 140.00 36.85 32.18 123.72 27.96 33.09 47.77 42.47 26.46 21.79 12.64 75.15 46.95 29.09 39.19 15.48 31.92
104.14 98.26 75.30 129.09 103.48 16.45 21.52 63.35 78.29 19.07 63.53 10.69 22.45 45.29 125.58 60.97 61.22 11.62 39.21 85.01 105.72 144.63 264.64 104.80 40.42 124.18 14.94 73.83 267.16 11.28 43.05 18.71 17.65 17.25 140.83 37.91 31.90 125.10 28.25 32.52 45.41 42.61 26.10 21.98 12.45 76.89 46.60 28.67 39.62 15.65 31.73
104.63 96.55 74.53 128.28 104.63 16.64 21.55 64.17 78.05 18.94 64.53 10.37 23.12 45.43 123.81 60.43 61.10 11.79 39.65 84.38 106.68 144.26 269.94 100.75 42.47 126.50 15.05 73.28 274.49 11.52 43.65 18.91 17.83 17.11 137.58 39.29 32.40 123.28 28.86 33.35 45.46 42.65 25.69 22.06 12.31 76.82 46.85 28.84 40.01 16.03 32.00
105.18 100.56 77.19 130.95 104.95 17.06 21.46 65.66 78.43 19.10 64.76 10.56 23.62 45.50 125.41 61.69 61.42 12.17 37.91 83.03 103.27 145.75 272.30 101.82 43.72 125.38 14.74 74.27 270.68 11.47 45.57 18.69 18.15 17.89 137.75 38.63 33.31 118.90 28.94 33.55 46.06 42.61 25.52 22.57 12.23 76.00 47.42 29.52 39.73 16.06 32.00
105.19 98.93 76.81 130.66 104.43 17.14 22.02 64.33 78.14 19.01 65.26 10.29 23.98 45.41 125.12 62.89 59.87 12.08 38.80 83.55 104.11 138.57 277.82 105.83 45.24 128.20 14.67 73.61 269.59 11.43 43.74 18.77 17.87 17.56 137.32 36.79 33.51 121.15 29.44 35.23 46.68 42.97 25.20 22.88 12.52 72.80 46.86 29.82 39.33 16.31 32.14
104.89 96.54 77.37 127.84 105.90 17.12 22.35 64.47 76.48 18.80 64.52 10.31 24.48 45.05 124.76 60.79 60.22 12.09 39.59 87.37 107.02 133.96 281.36 107.12 45.21 127.36 14.52 73.79 270.41 11.61 43.94 18.66 17.43 17.36 135.00 36.25 33.51 120.96 28.94 34.34 44.82 42.80 25.38 23.34 12.55 72.62 46.86 30.09 38.65 16.32 31.45
104.64 93.73 78.09 129.08 104.45 16.60 22.34 63.48 76.42 19.19 64.04 10.27 24.04 44.45 126.24 59.52 60.37 12.10 39.60 89.63 106.58 132.86 275.29 109.90 44.65 117.23 14.87 72.95 264.99 11.81 42.47 19.37 17.44 17.16 135.62 36.35 34.16 120.63 30.23 35.27 44.17 43.06 25.45 23.71 12.54 71.99 46.96 29.70 38.76 16.64 32.19
105.32 94.49 78.76 131.14 107.74 16.49 22.60 62.48 76.51 19.26 65.65 10.20 24.92 45.19 123.70 59.16 60.09 12.09 39.61 91.83 108.26 128.72 269.10 109.74 44.08 118.01 15.22 74.15 267.16 11.39 42.33 19.61 18.03 17.14 135.68 38.05 34.22 122.03 30.45 35.74 44.35 44.17 25.24 24.13 12.49 74.23 47.93 29.86 38.70 16.55 33.47
104.27 94.65 79.23 130.58 106.81 16.03 23.43 61.47 73.91 18.92 65.19 9.88 25.13 44.31 122.86 60.26 60.72 12.23 38.97 89.73 106.52 128.92 258.64 107.33 43.09 116.75 15.31 73.07 269.16 11.18 42.27 19.41 17.96 16.95 132.61 37.74 33.71 118.82 29.96 35.39 43.04 43.90 24.66 24.13 12.19 72.28 48.38 29.63 38.05 16.41 33.05
105.71 97.35 78.59 133.39 108.86 15.61 23.78 60.98 74.80 19.06 66.94 9.93 26.74 45.59 122.56 63.04 62.33 12.38 40.64 92.83 104.92 124.61 255.71 108.96 43.06 123.19 15.37 71.93 269.91 11.55 43.53 20.16 18.02 17.57 131.71 37.46 34.52 123.64 30.90 34.99 42.74 45.17 24.42 24.99 11.80 73.72 49.06 29.78 38.93 16.83 33.60
106.14 96.52 75.90 132.66 110.87 16.13 23.99 60.81 73.95 19.15 66.26 10.23 26.21 45.13 121.16 63.75 63.63 12.27 40.96 92.40 103.88 132.87 259.19 110.83 41.35 119.69 14.91 70.59 270.89 12.06 41.99 20.68 18.42 17.51 134.46 36.15 34.67 127.30 31.49 36.99 43.19 45.09 24.64 24.81 11.84 75.63 49.57 28.88 38.68 16.95 33.60
104.69 97.58 76.10 128.81 112.06 16.24 23.49 60.11 73.38 18.54 64.93 10.29 25.02 45.64 123.29 63.42 61.32 11.89 39.38 88.59 105.83 130.72 261.78 110.74 40.69 118.44 14.81 69.36 262.81 12.02 42.07 20.71 18.23 17.69 137.37 34.24 34.51 121.72 30.74 35.59 41.98 45.47 24.11 24.33 11.66 73.90 48.84 28.64 38.29 16.30 32.54
105.76 96.54 76.29 130.75 114.52 15.91 24.00 60.57 73.38 18.37 64.18 10.69 25.24 46.89 128.99 63.31 62.40 11.57 37.76 88.24 108.82 134.45 255.90 110.82 42.13 119.85 14.92 72.07 269.29 11.97 40.93 20.54 18.39 18.12 143.24 36.62 35.02 124.89 31.31 37.48 44.09 45.80 24.16 24.53 11.72 72.90 48.31 28.67 38.02 16.16 32.81
